176994	22622	1929644	161341
67706	3261	1960657	70576
12500	9447	2738483	16070
246452	18177	1139487	1217384
474958	215282	783835	377125
228134	61512	1907560	231794
262212	17646	1143944	646898
321711	42467	1365428	268394
497433	50602	2588109	291156
852295	297342	3046210	611352
314790	50380	195875	102755
